Nummer	Kenmerk	Omschrijving	period_start	Jaar	expmean_est	expmean_lwr	expmean_upr
7602	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1967	0.964737484	0.82158852	1.13282792
7603	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1968	0.970989476	0.829248488	1.136957832
7604	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1969	0.976625163	0.836388928	1.140374623
7605	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1970	0.981577785	0.842962209	1.142987121
7606	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1971	0.985798357	0.848942274	1.144716703
7607	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1972	0.989256241	0.854318094	1.145507647
7608	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1973	0.991936696	0.859088649	1.145328145
7609	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1974	0.993842773	0.863256276	1.144183349
7610	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1975	0.994994942	0.86682358	1.142118139
7611	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1976	0.995429552	0.869795417	1.139210409
7612	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1977	0.995197151	0.872185174	1.135558594
7613	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1978	0.994360796	0.874023797	1.131265985
7614	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1979	0.992994379	0.875369077	1.126425256
7615	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1980	0.991181047	0.876312351	1.12110695
7616	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1981	0.989011708	0.876980181	1.115354918
7617	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1982	0.986583669	0.877529845	1.109190008
7618	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1983	0.98399938	0.878139187	1.102621081
7619	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1984	0.981365245	0.878992873	1.095660469
7620	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1985	0.978790352	0.880267822	1.088339855
7621	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1986	0.976384964	0.882120531	1.080722604
7622	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1987	0.974258537	0.884678286	1.072909454
7623	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1988	0.972517123	0.888035372	1.065035904
7624	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1989	0.971260067	0.892254541	1.057261212
7625	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1990	0.970576081	0.897373142	1.049750528
7626	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1991	0.970538937	0.903412389	1.042653211
7627	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1992	0.971203151	0.910387317	1.036081613
7628	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1993	0.97260011	0.918314202	1.030095115
7629	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1994	0.974735125	0.927212364	1.024693587
7630	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1995	0.977585813	0.937098506	1.019822372
7631	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1996	0.981102122	0.947974113	1.015387826
7632	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1997	0.985208128	0.959808964	1.011279424
7633	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1998	0.989805541	0.972525368	1.007392754
7634	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	1999	0.994778619	0.985987661	1.003647956
7635	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	2001	1.005336764	0.9964396	1.01431337
7636	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	2002	1.01065602	0.992985673	1.028640815
7637	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	2003	1.015829397	0.989671525	1.042678644
7638	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	2004	1.020736027	0.986527464	1.056130797
7639	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	2005	1.025263995	0.983562559	1.068733502
7640	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	2006	1.029310532	0.980748058	1.080277614
7641	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	2007	1.032781568	0.978004784	1.090626328
7642	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	2008	1.035591349	0.97519667	1.099726318
7643	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	2009	1.037662848	0.97213235	1.107610694
7644	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	2010	1.038929389	0.968576277	1.114392641
7645	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	2011	1.03933759	0.964269741	1.120249429
7646	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	2012	1.038851218	0.958960389	1.125397737
7647	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	2013	1.037455098	0.952436204	1.130063174
7648	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	2014	1.03515792	0.944557186	1.134448961
7649	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	2015	1.031992655	0.935276537	1.138710101
7650	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	2016	1.028013564	0.9246443	1.142938845
7651	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	2017	1.023289201	0.912790322	1.147164649
7652	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1950	2018	1.017891496	0.89988851	1.151368293
7653	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	1990	0.829287709	0.659493322	1.042797677
7654	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	1991	0.848075838	0.692047529	1.039282126
7655	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	1992	0.866407753	0.725353446	1.034891885
7656	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	1993	0.88424436	0.759285858	1.029767747
7657	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	1994	0.901584524	0.793693251	1.024142076
7658	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	1995	0.918469657	0.828404259	1.018327106
7659	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	1996	0.934982989	0.863233603	1.012695968
7660	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	1997	0.951243548	0.897988959	1.007656363
7661	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	1998	0.96739579	0.932480221	1.00361873
7662	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	1999	0.983596406	0.966532085	1.000962001
7663	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	2001	1.016745053	1.000950823	1.032788504
7664	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	2002	1.033941131	1.003910744	1.064869828
7665	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	2003	1.051657898	1.008834436	1.096299151
7666	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	2004	1.069916256	1.015524858	1.127220852
7667	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	2005	1.088681868	1.023638438	1.157858249
7668	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	2006	1.10786153	1.032712192	1.188479402
7669	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	2007	1.127303041	1.042215996	1.219336636
7670	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	2008	1.146799457	1.051623701	1.250588963
7671	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	2009	1.166098543	1.060484859	1.282230293
7672	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	2010	1.184917864	1.068473745	1.314052264
7673	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	2011	1.202964984	1.075400557	1.345661152
7674	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	2012	1.219960963	1.081186948	1.376547093
7675	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	2013	1.235663962	1.085822454	1.406183325
7676	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	2014	1.249889029	1.089322119	1.434123625
7677	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	2015	1.262520458	1.091699355	1.460070393
7678	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	2016	1.273514605	1.09295736	1.48390002
7679	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	2017	1.282893039	1.093093264	1.50564879
7680	Socio-ecologische groepen Stieperaere en Fransen	bossen op relatief voedselrijke, vochtige tot natte grond en van brongebieden	1990	2018	1.290727611	1.092104923	1.525474092
7681	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1950	0.629841455	0.383004084	1.035759867
7682	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1951	0.623767347	0.392690102	0.990821266
7683	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1952	0.617389287	0.39973339	0.9535594
7684	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1953	0.61070451	0.403402313	0.924536093
7685	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1954	0.603722322	0.403304934	0.903734646
7686	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1955	0.596469363	0.399591306	0.890348952
7687	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1956	0.588989437	0.392942335	0.882848515
7688	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1957	0.581339534	0.384345343	0.879302066
7689	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1958	0.573584024	0.374804843	0.877786501
7690	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1959	0.565788883	0.365135979	0.876706429
7691	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1960	0.558017401	0.355884325	0.874956828
7692	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1961	0.550327379	0.347351452	0.871912934
7693	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1962	0.542768413	0.339697045	0.867236129
7694	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1963	0.535383083	0.332985832	0.860802527
7695	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1964	0.528209846	0.327192519	0.852726224
7696	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1965	0.521284344	0.322270997	0.84319523
7697	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1966	0.51464058	0.318176051	0.832416286
7698	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1967	0.508312186	0.314854378	0.820637401
7699	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1968	0.50233354	0.312274298	0.808068376
7700	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1969	0.496740543	0.310413953	0.794910037
7701	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1970	0.491571596	0.309259115	0.781359782
7702	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1971	0.486868702	0.308802849	0.767613168
7703	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1972	0.482677904	0.309047007	0.753859296
7704	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1973	0.479048243	0.310013378	0.740249406
7705	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1974	0.47603595	0.311723089	0.726960029
7706	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1975	0.473707051	0.31418505	0.714223578
7707	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1976	0.472139393	0.317395503	0.702327553
7708	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1977	0.471424786	0.321345569	0.691596059
7709	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1978	0.471671006	0.326036476	0.682357816
7710	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1979	0.473003371	0.331500086	0.674908388
7711	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1980	0.475565644	0.337820271	0.669476351
7712	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1981	0.479520081	0.345149401	0.666202831
7713	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1982	0.485046477	0.35371475	0.665140725
7714	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1983	0.492340162	0.363812326	0.666274387
7715	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1984	0.501608823	0.375789343	0.669554407
7716	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1985	0.513068059	0.390019402	0.674937789
7717	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1986	0.526935432	0.406875223	0.682422849
7718	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1987	0.543422744	0.426702808	0.692070154
7719	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1988	0.562726201	0.449799537	0.704004231
7720	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1989	0.58501418	0.476398038	0.718394206
7721	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1990	0.610412461	0.506657693	0.735414418
7722	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1991	0.638987157	0.5406655	0.755188905
7723	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1992	0.670726013	0.578446089	0.77772742
7724	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1993	0.705519446	0.619976537	0.802865366
7725	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1994	0.743143363	0.665196393	0.830224072
7726	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1995	0.783246424	0.714001049	0.859207368
7727	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1996	0.825344778	0.766210964	0.88904236
7728	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1997	0.868827077	0.82152006	0.918858256
7729	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1998	0.912971731	0.87943829	0.947783819
7730	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	1999	0.956976711	0.939249139	0.975038876
7731	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	2001	1.04120659	1.022231137	1.06053428
7732	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	2002	1.079816234	1.041480715	1.119562832
7733	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	2003	1.115145799	1.057653824	1.175762925
7734	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	2004	1.146641107	1.070770183	1.227887972
7735	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	2005	1.173895442	1.080916941	1.274871785
7736	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	2006	1.196654674	1.088201888	1.315916121
7737	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	2007	1.214811354	1.092709618	1.350557001
7738	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	2008	1.228391604	1.094462021	1.378710183
7739	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	2009	1.237538818	1.093386086	1.400696741
7740	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	2010	1.242497414	1.089296385	1.417244972
7741	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	2011	1.243598378	1.081905291	1.429456847
7742	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	2012	1.241246605	1.070876394	1.438721726
7743	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	2013	1.235908414	1.055927385	1.446566903
7744	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	2014	1.228096438	1.036962373	1.454460548
7745	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	2015	1.218348572	1.014181228	1.463617351
7746	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	2016	1.207197982	0.988105186	1.474870276
7747	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	2017	1.195132296	0.959491625	1.488643743
7748	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1950	2018	1.182541603	0.9291627	1.505015907
7749	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1990	1990	0.342097843	0.236343184	0.495173722
7750	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1990	1991	0.391526783	0.284700961	0.538435913
7751	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1990	1992	0.446255023	0.340893233	0.584181576
7752	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1990	1993	0.506106911	0.405135381	0.632243487
7753	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1990	1994	0.57061744	0.477175445	0.682357541
7754	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1990	1995	0.639034501	0.556231642	0.734163722
7755	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1990	1996	0.710354722	0.641003314	0.787209396
7756	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1990	1997	0.783390019	0.729764401	0.840956234
7757	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1990	1998	0.856854918	0.820526706	0.894791535
7758	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1990	1999	0.929460437	0.911241534	0.948043599
7759	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1990	2001	1.067416364	1.049927678	1.085196359
7760	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1990	2002	1.130843954	1.097094631	1.165631488
7761	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1990	2003	1.18962653	1.140793864	1.24054952
7762	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1990	2004	1.243314169	1.180370398	1.309614443
7763	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1990	2005	1.291645687	1.215250955	1.372842847
7764	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1990	2006	1.334522999	1.244973715	1.430513443
7765	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1990	2007	1.371983017	1.269213429	1.48307397
7766	Socio-ecologische groepen Stieperaere en Fransen	bossen op voedselarme tot matig voedselrijke, neutrale tot kalkhoudende grond	1990	2008	1.404171231	1.287796816	1.531062059
